#oID	individual	descriptor	value
3314	5	WARM	8.6908
5862	5	WARM	7.8759
5962	5	WARM	5.2381
6274	5	WARM	5.9358
6322	5	WARM	5.9829
6506	5	WARM	6.5136
6544	5	WARM	5.9689
6561	5	WARM	5.0714
6669	5	WARM	5.3874
7092	5	WARM	8.4659
7137	5	WARM	6.9894
7302	5	WARM	6.9747
7476	5	WARM	6.842
7559	5	WARM	5.9791
7657	5	WARM	4.7869
7770	5	WARM	4.1495
7793	5	WARM	5.7447
7797	5	WARM	4.8996
8025	5	WARM	5.5388
8049	5	WARM	7.3326
8094	5	WARM	6.138
8419	5	WARM	9.0483
8438	5	WARM	8.2632
8468	5	WARM	9.6473
8815	5	WARM	6.1915
8878	5	WARM	5.1413
9012	5	WARM	5.6357
10886	5	WARM	4.7199
11567	5	WARM	6.2337
12020	5	WARM	5.6018
12265	5	WARM	4.1971
12377	5	WARM	5.0863
15654	5	WARM	6.9088
16537	5	WARM	7.2495
17898	5	WARM	6.1339
18467	5	WARM	5.5269
21363	5	WARM	7.2902
27440	5	WARM	5.2138
31219	5	WARM	5.1454
31276	5	WARM	5.0633
31283	5	WARM	5.2673
60998	5	WARM	4.8616
61523	5	WARM	6.3793
62089	5	WARM	6.7913
62351	5	WARM	8.1119
62465	5	WARM	8.2922
251531	5	WARM	6.8152
440917	5	WARM	5.8635
637758	5	WARM	5.3207
853433	5	WARM	8.2271
1549025	5	WARM	6.8285
2733294	5	WARM	5.1041
5281167	5	WARM	4.7462
5281168	5	WARM	5.0447
5318599	5	WARM	4.8509
5352837	5	WARM	5.2393
5364231	5	WARM	6.0772
5371102	5	WARM	7.4662
10857465	5	WARM	6.9758
180	5	MUSKY	8.7519
262	5	MUSKY	5.0178
264	5	MUSKY	13.077
323	5	MUSKY	5.4466
702	5	MUSKY	8.3485
750	5	MUSKY	9.2308
753	5	MUSKY	6.5568
962	5	MUSKY	3.4114
1031	5	MUSKY	10.354
3102	5	MUSKY	5.9032
3314	5	MUSKY	7.9983
5862	5	MUSKY	11.619
5962	5	MUSKY	11.453
6274	5	MUSKY	12.701
6322	5	MUSKY	6.5021
6506	5	MUSKY	12.293
6544	5	MUSKY	5.9044
6561	5	MUSKY	11.123
6669	5	MUSKY	23.865
7092	5	MUSKY	5.8416
7137	5	MUSKY	5.5077
7302	5	MUSKY	8.4975
7476	5	MUSKY	4.2152
7559	5	MUSKY	8.3426
7657	5	MUSKY	8.2788
7770	5	MUSKY	5.8143
7793	5	MUSKY	5.0774
7797	5	MUSKY	4.7045
8025	5	MUSKY	9.1345
8049	5	MUSKY	9.1851
8094	5	MUSKY	11.366
8419	5	MUSKY	5.3807
8438	5	MUSKY	5.3865
8468	5	MUSKY	9.3345
8815	5	MUSKY	4.6532
8878	5	MUSKY	6.2046
9012	5	MUSKY	14.81
10886	5	MUSKY	5.3069
11567	5	MUSKY	7.4449
12020	5	MUSKY	8.5811
12265	5	MUSKY	11.219
12377	5	MUSKY	9.3702
15654	5	MUSKY	13.451
16537	5	MUSKY	3.279
17898	5	MUSKY	9.6845
18467	5	MUSKY	8.9798
21363	5	MUSKY	11.629
27440	5	MUSKY	12.726
31219	5	MUSKY	5.3546
31276	5	MUSKY	6.3264
31283	5	MUSKY	13.57
60998	5	MUSKY	10.804
61523	5	MUSKY	6.6692
62089	5	MUSKY	12.22
62351	5	MUSKY	19.215
62465	5	MUSKY	9.111
251531	5	MUSKY	8.8676
440917	5	MUSKY	4.7804
637758	5	MUSKY	5.6247
853433	5	MUSKY	7.1913
1549025	5	MUSKY	7.7319
2733294	5	MUSKY	7.4019
5281167	5	MUSKY	9.928
5281168	5	MUSKY	14.729
5318599	5	MUSKY	11.02
5352837	5	MUSKY	7.2227
5364231	5	MUSKY	6.088
5371102	5	MUSKY	9.4257
10857465	5	MUSKY	4.4897
180	5	SWEATY	4.7362
262	5	SWEATY	2.4311
264	5	SWEATY	9.4016
323	5	SWEATY	1.587
702	5	SWEATY	5.4617
750	5	SWEATY	6.0816
753	5	SWEATY	3.9488
962	5	SWEATY	3.9036
1031	5	SWEATY	6.8464
3102	5	SWEATY	1.8426
3314	5	SWEATY	2.2867
5862	5	SWEATY	6.7636
5962	5	SWEATY	7.879
6274	5	SWEATY	5.9926
6322	5	SWEATY	4.2074
6506	5	SWEATY	8.3905
6544	5	SWEATY	2.3195
6561	5	SWEATY	5.9192
6669	5	SWEATY	13.106
7092	5	SWEATY	2.0277
7137	5	SWEATY	1.9865
7302	5	SWEATY	4.5746
7476	5	SWEATY	1.572
7559	5	SWEATY	4.4269
7657	5	SWEATY	3.6081
7770	5	SWEATY	3.1679
7793	5	SWEATY	2.2662
7797	5	SWEATY	2.4177
8025	5	SWEATY	5.5473
8049	5	SWEATY	5.7663
8094	5	SWEATY	7.3852
8419	5	SWEATY	1.5666
8438	5	SWEATY	1.6924
8468	5	SWEATY	3.4835
8815	5	SWEATY	1.5059
8878	5	SWEATY	2.578
9012	5	SWEATY	8.6095
10886	5	SWEATY	2.5083
11567	5	SWEATY	4.1048
12020	5	SWEATY	3.9119
12265	5	SWEATY	5.2437
12377	5	SWEATY	4.0011
15654	5	SWEATY	4.2639
16537	5	SWEATY	0.8714
17898	5	SWEATY	3.3695
18467	5	SWEATY	3.2333
21363	5	SWEATY	7.9051
27440	5	SWEATY	4.8242
31219	5	SWEATY	2.7846
31276	5	SWEATY	3.6119
31283	5	SWEATY	10.726
60998	5	SWEATY	5.9624
61523	5	SWEATY	2.9938
62089	5	SWEATY	7.6283
62351	5	SWEATY	13.732
62465	5	SWEATY	3.5007
251531	5	SWEATY	3.1612
440917	5	SWEATY	2.155
637758	5	SWEATY	2.3731
853433	5	SWEATY	2.9159
1549025	5	SWEATY	4.3901
2733294	5	SWEATY	4.7548
5281167	5	SWEATY	6.9675
5281168	5	SWEATY	10.53
5318599	5	SWEATY	6.8516
5352837	5	SWEATY	4.3823
5364231	5	SWEATY	3.9902
5371102	5	SWEATY	4.9926
10857465	5	SWEATY	2.0699
180	5	AMMONIA/URINOUS	4.3017
262	5	AMMONIA/URINOUS	6.034
264	5	AMMONIA/URINOUS	6.52
323	5	AMMONIA/URINOUS	5.0589
702	5	AMMONIA/URINOUS	3.8461
750	5	AMMONIA/URINOUS	2.6343
753	5	AMMONIA/URINOUS	5.4126
962	5	AMMONIA/URINOUS	1.5462
1031	5	AMMONIA/URINOUS	6.9162
3102	5	AMMONIA/URINOUS	6.7643
3314	5	AMMONIA/URINOUS	4.1149
5862	5	AMMONIA/URINOUS	4.0655
5962	5	AMMONIA/URINOUS	5.3865
6274	5	AMMONIA/URINOUS	3.1125
6322	5	AMMONIA/URINOUS	2.3545
6506	5	AMMONIA/URINOUS	7.4752
6544	5	AMMONIA/URINOUS	4.6855
6561	5	AMMONIA/URINOUS	4.8586
6669	5	AMMONIA/URINOUS	3.6901
7092	5	AMMONIA/URINOUS	4.762
7137	5	AMMONIA/URINOUS	2.2144
7302	5	AMMONIA/URINOUS	4.6336
7476	5	AMMONIA/URINOUS	4.2489
7559	5	AMMONIA/URINOUS	8.3319
7657	5	AMMONIA/URINOUS	8.1629
7770	5	AMMONIA/URINOUS	3.9734
7793	5	AMMONIA/URINOUS	4.842
7797	5	AMMONIA/URINOUS	3.2846
8025	5	AMMONIA/URINOUS	4.6681
8049	5	AMMONIA/URINOUS	5.503
8094	5	AMMONIA/URINOUS	6.7929
8419	5	AMMONIA/URINOUS	2.3686
8438	5	AMMONIA/URINOUS	3.0967
8468	5	AMMONIA/URINOUS	2.6604
8815	5	AMMONIA/URINOUS	4.5746
8878	5	AMMONIA/URINOUS	2.7051
9012	5	AMMONIA/URINOUS	9.4284
10886	5	AMMONIA/URINOUS	2.3724
11567	5	AMMONIA/URINOUS	6.9604
12020	5	AMMONIA/URINOUS	6.0318
12265	5	AMMONIA/URINOUS	8.7428
12377	5	AMMONIA/URINOUS	6.6403
15654	5	AMMONIA/URINOUS	7.5846
16537	5	AMMONIA/URINOUS	3.8201
17898	5	AMMONIA/URINOUS	3.8272
18467	5	AMMONIA/URINOUS	3.0658
21363	5	AMMONIA/URINOUS	8.037
27440	5	AMMONIA/URINOUS	6.6662
31219	5	AMMONIA/URINOUS	4.4186
31276	5	AMMONIA/URINOUS	5.2615
31283	5	AMMONIA/URINOUS	6.9681
60998	5	AMMONIA/URINOUS	6.8704
61523	5	AMMONIA/URINOUS	6.8679
62089	5	AMMONIA/URINOUS	5.0846
62351	5	AMMONIA/URINOUS	9.9186
62465	5	AMMONIA/URINOUS	4.2536
251531	5	AMMONIA/URINOUS	5.8325
440917	5	AMMONIA/URINOUS	5.3983
637758	5	AMMONIA/URINOUS	2.903
853433	5	AMMONIA/URINOUS	3.5717
1549025	5	AMMONIA/URINOUS	2.7019
2733294	5	AMMONIA/URINOUS	3.3402
5281167	5	AMMONIA/URINOUS	6.4127
5281168	5	AMMONIA/URINOUS	6.4805
5318599	5	AMMONIA/URINOUS	6.6537
5352837	5	AMMONIA/URINOUS	5.9347
5364231	5	AMMONIA/URINOUS	2.7434
5371102	5	AMMONIA/URINOUS	3.1247
10857465	5	AMMONIA/URINOUS	6.4482
180	5	DECAYED	3.6518
262	5	DECAYED	2.4295
264	5	DECAYED	7.3201
323	5	DECAYED	2.4002
702	5	DECAYED	3.1029
750	5	DECAYED	4.7417
753	5	DECAYED	5.3008
962	5	DECAYED	2.2856
1031	5	DECAYED	5.4605
3102	5	DECAYED	2.1922
3314	5	DECAYED	3.1859
5862	5	DECAYED	12.432
5962	5	DECAYED	6.1075
6274	5	DECAYED	5.0286
6322	5	DECAYED	2.9841
6506	5	DECAYED	6.4665
6544	5	DECAYED	2.3155
6561	5	DECAYED	3.8964
6669	5	DECAYED	8.8446
7092	5	DECAYED	2.618
7137	5	DECAYED	2.4453
7302	5	DECAYED	3.8798
7476	5	DECAYED	2.3197
7559	5	DECAYED	5.4476
7657	5	DECAYED	3.1528
7770	5	DECAYED	4.3573
7793	5	DECAYED	2.7061
7797	5	DECAYED	3.0001
8025	5	DECAYED	4.6009
8049	5	DECAYED	3.7133
8094	5	DECAYED	7.4086
8419	5	DECAYED	2.2203
8438	5	DECAYED	2.1928
8468	5	DECAYED	3.7764
8815	5	DECAYED	2.4937
8878	5	DECAYED	3.1876
9012	5	DECAYED	12.906
10886	5	DECAYED	2.7846
11567	5	DECAYED	4.5148
12020	5	DECAYED	4.3977
12265	5	DECAYED	4.7022
12377	5	DECAYED	15.225
15654	5	DECAYED	11.327
16537	5	DECAYED	2.2637
17898	5	DECAYED	4.0124
18467	5	DECAYED	3.5986
21363	5	DECAYED	7.8989
27440	5	DECAYED	11.201
31219	5	DECAYED	3.7957
31276	5	DECAYED	5.0494
31283	5	DECAYED	7.2233
60998	5	DECAYED	4.9202
61523	5	DECAYED	3.1114
62089	5	DECAYED	7.3723
62351	5	DECAYED	18.604
62465	5	DECAYED	3.8019
251531	5	DECAYED	2.7355
440917	5	DECAYED	2.8144
637758	5	DECAYED	2.3013
853433	5	DECAYED	3.1982
1549025	5	DECAYED	3.5683
2733294	5	DECAYED	5.308
5281167	5	DECAYED	7.1892
5281168	5	DECAYED	7.3602
5318599	5	DECAYED	6.6514
5352837	5	DECAYED	5.5426
5364231	5	DECAYED	3.8293
5371102	5	DECAYED	4.0076
10857465	5	DECAYED	2.2347
180	5	WOOD	2.8273
262	5	WOOD	1.1673
264	5	WOOD	2.1356
323	5	WOOD	1.8246
702	5	WOOD	2.2063
750	5	WOOD	3.932
753	5	WOOD	1.6992
962	5	WOOD	3.2799
1031	5	WOOD	1.9593
3102	5	WOOD	2.5571
3314	5	WOOD	4.9997
5862	5	WOOD	4.0267
5962	5	WOOD	4.981
6274	5	WOOD	7.9474
6322	5	WOOD	6.8798
6506	5	WOOD	3.2395
6544	5	WOOD	3.0629
6561	5	WOOD	2.981
6669	5	WOOD	13.989
7092	5	WOOD	2.2796
7137	5	WOOD	2.6724
7302	5	WOOD	2.492
7476	5	WOOD	2.6199
7559	5	WOOD	2.2445
7657	5	WOOD	2.6091
7770	5	WOOD	1.5444
7793	5	WOOD	2.8606
7797	5	WOOD	2.2125
8025	5	WOOD	1.8781
8049	5	WOOD	3.8665
8094	5	WOOD	2.8145
8419	5	WOOD	4.179
8438	5	WOOD	1.973
8468	5	WOOD	5.5281
8815	5	WOOD	2.8379
8878	5	WOOD	2.4058
9012	5	WOOD	3.24
10886	5	WOOD	3.0216
11567	5	WOOD	2.6725
12020	5	WOOD	2.4615
12265	5	WOOD	4.3261
12377	5	WOOD	2.7398
15654	5	WOOD	5.0748
16537	5	WOOD	2.6237
17898	5	WOOD	6.6162
18467	5	WOOD	4.8043
21363	5	WOOD	4.0292
27440	5	WOOD	4.0842
31219	5	WOOD	1.4624
31276	5	WOOD	2.0059
31283	5	WOOD	4.1342
60998	5	WOOD	2.573
61523	5	WOOD	2.9286
62089	5	WOOD	4.3645
62351	5	WOOD	2.4507
62465	5	WOOD	5.5557
251531	5	WOOD	2.5648
440917	5	WOOD	4.2858
637758	5	WOOD	2.3432
853433	5	WOOD	5.1104
1549025	5	WOOD	4.4173
2733294	5	WOOD	2.315
5281167	5	WOOD	2.6677
5281168	5	WOOD	3.2671
5318599	5	WOOD	3.2826
5352837	5	WOOD	2.728
5364231	5	WOOD	1.9545
5371102	5	WOOD	3.6391
10857465	5	WOOD	3.4579
180	5	GRASS	1.8281
262	5	GRASS	2.1194
264	5	GRASS	1.928
323	5	GRASS	1.871
702	5	GRASS	2.7074
750	5	GRASS	1.7657
753	5	GRASS	1.8608
962	5	GRASS	2.7101
1031	5	GRASS	2.6276
3102	5	GRASS	1.8776
3314	5	GRASS	3.4979
5862	5	GRASS	1.8251
5962	5	GRASS	2.1623
6274	5	GRASS	7.4038
6322	5	GRASS	2.6735
6506	5	GRASS	2.1716
6544	5	GRASS	4.1869
6561	5	GRASS	1.8881
6669	5	GRASS	2.3659
7092	5	GRASS	1.8201
7137	5	GRASS	2.8511
7302	5	GRASS	1.7786
7476	5	GRASS	2.0121
7559	5	GRASS	2.0904
7657	5	GRASS	2.185
7770	5	GRASS	2.233
7793	5	GRASS	5.7801
7797	5	GRASS	2.2293
8025	5	GRASS	2.1923
8049	5	GRASS	1.895
8094	5	GRASS	1.7834
8419	5	GRASS	2.5397
8438	5	GRASS	1.7711
8468	5	GRASS	1.8568
8815	5	GRASS	3.0612
8878	5	GRASS	3.1573
9012	5	GRASS	1.8058
10886	5	GRASS	3.0896
11567	5	GRASS	1.9885
12020	5	GRASS	3.4572
12265	5	GRASS	3.2221
12377	5	GRASS	1.7715
15654	5	GRASS	3.5241
16537	5	GRASS	4.0381
17898	5	GRASS	4.9639
18467	5	GRASS	4.0427
21363	5	GRASS	2.1561
27440	5	GRASS	3.0727
31219	5	GRASS	2.1176
31276	5	GRASS	2.6279
31283	5	GRASS	2.0422
60998	5	GRASS	3.7922
61523	5	GRASS	2.5184
62089	5	GRASS	3.0939
62351	5	GRASS	2.6639
62465	5	GRASS	3.6927
251531	5	GRASS	4.0939
440917	5	GRASS	5.8094
637758	5	GRASS	3.4746
853433	5	GRASS	3.6167
1549025	5	GRASS	7.0092
2733294	5	GRASS	3.6471
5281167	5	GRASS	9.9069
5281168	5	GRASS	6.1226
5318599	5	GRASS	8.1981
5352837	5	GRASS	7.9291
5364231	5	GRASS	7.819
5371102	5	GRASS	4.2509
10857465	5	GRASS	6.1682
180	5	FLOWER	2.6687
262	5	FLOWER	6.9935
264	5	FLOWER	2.3221
323	5	FLOWER	11.378
702	5	FLOWER	3.0321
750	5	FLOWER	2.8789
753	5	FLOWER	4.1495
962	5	FLOWER	6.6294
1031	5	FLOWER	2.4893
3102	5	FLOWER	17.125
3314	5	FLOWER	3.4701
5862	5	FLOWER	2.3199
5962	5	FLOWER	5.5877
6274	5	FLOWER	2.4832
6322	5	FLOWER	11.834
6506	5	FLOWER	2.8412
6544	5	FLOWER	7.8082
6561	5	FLOWER	2.0461
6669	5	FLOWER	1.9903
7092	5	FLOWER	10.229
7137	5	FLOWER	9.1766
7302	5	FLOWER	3.3431
7476	5	FLOWER	11.068
7559	5	FLOWER	8.1915
7657	5	FLOWER	11.146
7770	5	FLOWER	6.8954
7793	5	FLOWER	8.4289
7797	5	FLOWER	9.2579
8025	5	FLOWER	4.2861
8049	5	FLOWER	4.7756
8094	5	FLOWER	3.3665
8419	5	FLOWER	8.2018
8438	5	FLOWER	7.3405
8468	5	FLOWER	2.3919
8815	5	FLOWER	7.5488
8878	5	FLOWER	6.3976
9012	5	FLOWER	7.5222
10886	5	FLOWER	6.2506
11567	5	FLOWER	5.5969
12020	5	FLOWER	2.7409
12265	5	FLOWER	2.0897
12377	5	FLOWER	2.4815
15654	5	FLOWER	2.5828
16537	5	FLOWER	12.685
17898	5	FLOWER	2.3797
18467	5	FLOWER	2.3136
21363	5	FLOWER	3.0478
27440	5	FLOWER	2.4983
31219	5	FLOWER	11.06
31276	5	FLOWER	6.1668
31283	5	FLOWER	2.4421
60998	5	FLOWER	6.5828
61523	5	FLOWER	9.4654
62089	5	FLOWER	3.6626
62351	5	FLOWER	2.2552
62465	5	FLOWER	3.4223
251531	5	FLOWER	11.166
440917	5	FLOWER	3.9424
637758	5	FLOWER	11.368
853433	5	FLOWER	3.6418
1549025	5	FLOWER	7.2662
2733294	5	FLOWER	5.0114
5281167	5	FLOWER	2.8003
5281168	5	FLOWER	2.0541
5318599	5	FLOWER	2.5749
5352837	5	FLOWER	6.1107
5364231	5	FLOWER	8.7353
5371102	5	FLOWER	6.2265
10857465	5	FLOWER	18.288
180	5	CHEMICAL	12.814
262	5	CHEMICAL	21.283
264	5	CHEMICAL	16.578
323	5	CHEMICAL	16.172
702	5	CHEMICAL	9.3751
750	5	CHEMICAL	10.469
753	5	CHEMICAL	14.117
962	5	CHEMICAL	9.5993
1031	5	CHEMICAL	14.578
3102	5	CHEMICAL	30.311
3314	5	CHEMICAL	13.45
5862	5	CHEMICAL	12.883
5962	5	CHEMICAL	9.1591
6274	5	CHEMICAL	9.6149
6322	5	CHEMICAL	15.262
6506	5	CHEMICAL	10.962
6544	5	CHEMICAL	23.586
6561	5	CHEMICAL	17.798
6669	5	CHEMICAL	14.717
7092	5	CHEMICAL	14.04
7137	5	CHEMICAL	9.1828
7302	5	CHEMICAL	10.838
7476	5	CHEMICAL	19.181
7559	5	CHEMICAL	19.22
7657	5	CHEMICAL	19.996
7770	5	CHEMICAL	17.851
7793	5	CHEMICAL	24.576
7797	5	CHEMICAL	15.499
8025	5	CHEMICAL	11.064
8049	5	CHEMICAL	15.16
8094	5	CHEMICAL	17.728
8419	5	CHEMICAL	14.04
8438	5	CHEMICAL	16.429
8468	5	CHEMICAL	10.305
8815	5	CHEMICAL	20.399
8878	5	CHEMICAL	10.936
9012	5	CHEMICAL	9.7044
10886	5	CHEMICAL	12.056
11567	5	CHEMICAL	21.562
12020	5	CHEMICAL	17.021
12265	5	CHEMICAL	27.571
12377	5	CHEMICAL	11.792
15654	5	CHEMICAL	12.109
16537	5	CHEMICAL	22.61
17898	5	CHEMICAL	11.985
18467	5	CHEMICAL	11.439
21363	5	CHEMICAL	20.064
27440	5	CHEMICAL	13.389
31219	5	CHEMICAL	14.986
31276	5	CHEMICAL	18.314
31283	5	CHEMICAL	18.669
60998	5	CHEMICAL	13.224
61523	5	CHEMICAL	20.536
62089	5	CHEMICAL	14.421
62351	5	CHEMICAL	15.606
62465	5	CHEMICAL	14.541
251531	5	CHEMICAL	16.162
440917	5	CHEMICAL	22.443
637758	5	CHEMICAL	9.8663
853433	5	CHEMICAL	11.68
1549025	5	CHEMICAL	9.4311
2733294	5	CHEMICAL	10.344
5281167	5	CHEMICAL	12.982
5281168	5	CHEMICAL	11.167
5318599	5	CHEMICAL	11.928
5352837	5	CHEMICAL	16.086
5364231	5	CHEMICAL	9.3945
5371102	5	CHEMICAL	10.823
10857465	5	CHEMICAL	23.764
180	6	INTENSITY/STRENGTH	32.071
262	6	INTENSITY/STRENGTH	35.815
264	6	INTENSITY/STRENGTH	54.151
323	6	INTENSITY/STRENGTH	66.606
702	6	INTENSITY/STRENGTH	20.497
750	6	INTENSITY/STRENGTH	18.717
753	6	INTENSITY/STRENGTH	37.849
962	6	INTENSITY/STRENGTH	22.202
1031	6	INTENSITY/STRENGTH	36.631
3102	6	INTENSITY/STRENGTH	46.62
3314	6	INTENSITY/STRENGTH	55.418
5862	6	INTENSITY/STRENGTH	29.594
5962	6	INTENSITY/STRENGTH	28.933
6274	6	INTENSITY/STRENGTH	27.469
6322	6	INTENSITY/STRENGTH	18.588
6506	6	INTENSITY/STRENGTH	33.939
6544	6	INTENSITY/STRENGTH	68.426
6561	6	INTENSITY/STRENGTH	38.661
6669	6	INTENSITY/STRENGTH	20.713
7092	6	INTENSITY/STRENGTH	64.506
7137	6	INTENSITY/STRENGTH	58.413
7302	6	INTENSITY/STRENGTH	46.323
7476	6	INTENSITY/STRENGTH	63.118
7559	6	INTENSITY/STRENGTH	66.176
7657	6	INTENSITY/STRENGTH	31.47
7770	6	INTENSITY/STRENGTH	63.534
7793	6	INTENSITY/STRENGTH	67.404
7797	6	INTENSITY/STRENGTH	59.651
8025	6	INTENSITY/STRENGTH	35.962
8049	6	INTENSITY/STRENGTH	25.209
8094	6	INTENSITY/STRENGTH	63.6
8419	6	INTENSITY/STRENGTH	59.283
8438	6	INTENSITY/STRENGTH	61.834
8468	6	INTENSITY/STRENGTH	39.172
8815	6	INTENSITY/STRENGTH	57.419
8878	6	INTENSITY/STRENGTH	57.052
9012	6	INTENSITY/STRENGTH	45.329
10886	6	INTENSITY/STRENGTH	42.113
11567	6	INTENSITY/STRENGTH	68.614
12020	6	INTENSITY/STRENGTH	55.372
12265	6	INTENSITY/STRENGTH	46.846
12377	6	INTENSITY/STRENGTH	62.804
15654	6	INTENSITY/STRENGTH	68.619
16537	6	INTENSITY/STRENGTH	59.716
17898	6	INTENSITY/STRENGTH	57.361
18467	6	INTENSITY/STRENGTH	54.042
21363	6	INTENSITY/STRENGTH	61.501
27440	6	INTENSITY/STRENGTH	68.169
31219	6	INTENSITY/STRENGTH	58.074
31276	6	INTENSITY/STRENGTH	60.326
31283	6	INTENSITY/STRENGTH	23.428
60998	6	INTENSITY/STRENGTH	48.555
61523	6	INTENSITY/STRENGTH	59.59
62089	6	INTENSITY/STRENGTH	60.686
62351	6	INTENSITY/STRENGTH	66.066
62465	6	INTENSITY/STRENGTH	55.114
251531	6	INTENSITY/STRENGTH	44.02
440917	6	INTENSITY/STRENGTH	61.25
637758	6	INTENSITY/STRENGTH	50.16
853433	6	INTENSITY/STRENGTH	55.918
1549025	6	INTENSITY/STRENGTH	52.559
2733294	6	INTENSITY/STRENGTH	63.565
5281167	6	INTENSITY/STRENGTH	57.122
5281168	6	INTENSITY/STRENGTH	60.173
5318599	6	INTENSITY/STRENGTH	60.401
5352837	6	INTENSITY/STRENGTH	62.293
5364231	6	INTENSITY/STRENGTH	55.077
5371102	6	INTENSITY/STRENGTH	42.264
10857465	6	INTENSITY/STRENGTH	28.632
180	6	VALENCE/PLEASANTNESS	41.402
262	6	VALENCE/PLEASANTNESS	46.648
264	6	VALENCE/PLEASANTNESS	34.497
323	6	VALENCE/PLEASANTNESS	57.311
702	6	VALENCE/PLEASANTNESS	44.347
750	6	VALENCE/PLEASANTNESS	42.041
753	6	VALENCE/PLEASANTNESS	40.488
962	6	VALENCE/PLEASANTNESS	60.298
1031	6	VALENCE/PLEASANTNESS	36.419
3102	6	VALENCE/PLEASANTNESS	51.92
3314	6	VALENCE/PLEASANTNESS	44.267
5862	6	VALENCE/PLEASANTNESS	29.129
5962	6	VALENCE/PLEASANTNESS	41.705
6274	6	VALENCE/PLEASANTNESS	37.974
6322	6	VALENCE/PLEASANTNESS	58.529
6506	6	VALENCE/PLEASANTNESS	35.065
6544	6	VALENCE/PLEASANTNESS	54.123
6561	6	VALENCE/PLEASANTNESS	35.578
6669	6	VALENCE/PLEASANTNESS	37.358
7092	6	VALENCE/PLEASANTNESS	57.781
7137	6	VALENCE/PLEASANTNESS	60.126
7302	6	VALENCE/PLEASANTNESS	43.711
7476	6	VALENCE/PLEASANTNESS	57.498
7559	6	VALENCE/PLEASANTNESS	45.202
7657	6	VALENCE/PLEASANTNESS	40.832
7770	6	VALENCE/PLEASANTNESS	50.4
7793	6	VALENCE/PLEASANTNESS	50.924
7797	6	VALENCE/PLEASANTNESS	55.514
8025	6	VALENCE/PLEASANTNESS	42.454
8049	6	VALENCE/PLEASANTNESS	39.341
8094	6	VALENCE/PLEASANTNESS	38.209
8419	6	VALENCE/PLEASANTNESS	56.66
8438	6	VALENCE/PLEASANTNESS	55.712
8468	6	VALENCE/PLEASANTNESS	46.335
8815	6	VALENCE/PLEASANTNESS	50.766
8878	6	VALENCE/PLEASANTNESS	50.52
9012	6	VALENCE/PLEASANTNESS	27.52
10886	6	VALENCE/PLEASANTNESS	53.161
11567	6	VALENCE/PLEASANTNESS	46.556
12020	6	VALENCE/PLEASANTNESS	36.934
12265	6	VALENCE/PLEASANTNESS	31.917
12377	6	VALENCE/PLEASANTNESS	29.902
15654	6	VALENCE/PLEASANTNESS	25.081
16537	6	VALENCE/PLEASANTNESS	63.159
17898	6	VALENCE/PLEASANTNESS	39.974
18467	6	VALENCE/PLEASANTNESS	41.339
21363	6	VALENCE/PLEASANTNESS	38.217
27440	6	VALENCE/PLEASANTNESS	27.282
31219	6	VALENCE/PLEASANTNESS	52.452
31276	6	VALENCE/PLEASANTNESS	46.855
31283	6	VALENCE/PLEASANTNESS	27.32
60998	6	VALENCE/PLEASANTNESS	42.36
61523	6	VALENCE/PLEASANTNESS	46.538
62089	6	VALENCE/PLEASANTNESS	37.61
62351	6	VALENCE/PLEASANTNESS	23.269
62465	6	VALENCE/PLEASANTNESS	43.446
251531	6	VALENCE/PLEASANTNESS	41.435
440917	6	VALENCE/PLEASANTNESS	49.504
637758	6	VALENCE/PLEASANTNESS	56.011
853433	6	VALENCE/PLEASANTNESS	47.869
1549025	6	VALENCE/PLEASANTNESS	49.431
2733294	6	VALENCE/PLEASANTNESS	47.901
5281167	6	VALENCE/PLEASANTNESS	37.759
5281168	6	VALENCE/PLEASANTNESS	33.672
5318599	6	VALENCE/PLEASANTNESS	38.295
5352837	6	VALENCE/PLEASANTNESS	44.127
5364231	6	VALENCE/PLEASANTNESS	52.896
5371102	6	VALENCE/PLEASANTNESS	43.224
10857465	6	VALENCE/PLEASANTNESS	60.528
180	6	BAKERY	3.6606
262	6	BAKERY	2.7414
264	6	BAKERY	2.8721
323	6	BAKERY	14.252
702	6	BAKERY	4.7783
750	6	BAKERY	4.1198
753	6	BAKERY	3.6135
962	6	BAKERY	2.0346
1031	6	BAKERY	2.6735
3102	6	BAKERY	1.7921
3314	6	BAKERY	9.3657
5862	6	BAKERY	2.8072
5962	6	BAKERY	2.0314
6274	6	BAKERY	2.8636
6322	6	BAKERY	2.0547
6506	6	BAKERY	2.4054
6544	6	BAKERY	2.8637
6561	6	BAKERY	2.3932
6669	6	BAKERY	11.93
7092	6	BAKERY	13.271
7137	6	BAKERY	13.098
7302	6	BAKERY	6.7267
7476	6	BAKERY	3.1716
7559	6	BAKERY	2.5123
7657	6	BAKERY	1.3283
7770	6	BAKERY	2.265
7793	6	BAKERY	2.3364
7797	6	BAKERY	2.3688
8025	6	BAKERY	3.1526
8049	6	BAKERY	1.8057
8094	6	BAKERY	2.5363
8419	6	BAKERY	12.505
8438	6	BAKERY	9.8076
8468	6	BAKERY	15.208
8815	6	BAKERY	2.5918
8878	6	BAKERY	2.7926
9012	6	BAKERY	0.18252
10886	6	BAKERY	2.5368
11567	6	BAKERY	3.0644
12020	6	BAKERY	3.1657
12265	6	BAKERY	1.8324
